source_tex_file,source_question_number,question_id,confidence,stage,score,notes
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,7,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q07,high,source,0.8508,combined=0.85; question=0.59; options=0.00; answer=0.00; skeleton=0.80; numbers=0.91; anchors=0.61; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,8,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q08,high,source,0.9806,combined=0.98; question=0.58; options=1.00; answer=0.00; skeleton=0.92; numbers=0.80; anchors=0.59; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,9,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q09,high,source,0.7601,combined=0.76; question=0.61; options=0.00; answer=0.00; skeleton=1.00; numbers=0.43; anchors=0.50; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,10,GEN_CAT_QUANT_TOUGH_BATCH_Q10,medium,source,0.3951,combined=0.40; question=0.22; options=0.00; answer=0.00; skeleton=0.00; numbers=0.12; anchors=0.24; source=0.80; source-file-tokens=0.67; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,11,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q11,high,source,0.7194,combined=0.72; question=0.55; options=0.00; answer=0.00; skeleton=0.75; numbers=0.63; anchors=0.55; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,12,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q12,high,source,0.6859,combined=0.69; question=0.54; options=1.00; answer=0.00; skeleton=0.11; numbers=0.13; anchors=0.57; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,13,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q13,high,source,0.6827,combined=0.68; question=0.68; options=0.00; answer=0.00; skeleton=0.14; numbers=0.20; anchors=0.66; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,14,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q14,medium,source,0.4198,combined=0.42; question=0.23; options=0.00; answer=0.00; skeleton=0.33; numbers=0.08; anchors=0.16; source=0.80; source-file-tokens=0.67; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,15,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q15,high,source,0.6235,combined=0.62; question=0.64; options=0.00; answer=0.00; skeleton=0.03; numbers=0.06; anchors=0.56; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,1,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q05,medium,source,0.5344,combined=0.53; question=0.21; options=0.33; answer=0.00; skeleton=0.33; numbers=0.25; anchors=0.14; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,2,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q02,high,source,0.5043,combined=0.50; question=0.37; options=0.00; answer=0.00; skeleton=0.00; numbers=0.10; anchors=0.32; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,3,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q03,high,source,0.6479,combined=0.65; question=0.33; options=0.25; answer=0.00; skeleton=0.56; numbers=0.42; anchors=0.33; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,4,GEN_CAT_QUANT_TOUGH_BATCH03_Q10,low,skeleton,0.4459,combined=0.45; question=0.43; options=0.00; answer=0.00; skeleton=0.00; numbers=0.55; anchors=0.43; source=0.42; source-file-tokens=0.50; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,5,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q14,low,skeleton,0.4572,combined=0.46; question=0.38; options=0.00; answer=0.00; skeleton=0.50; numbers=0.36; anchors=0.35; source=0.42; source-file-tokens=1.00; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,6,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q06,high,source,0.5931,combined=0.59; question=0.48; options=0.00; answer=0.00; skeleton=0.25; numbers=0.22; anchors=0.16; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,7,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q07,high,source,0.5909,combined=0.59; question=0.23; options=0.00; answer=0.00; skeleton=0.60; numbers=0.60; anchors=0.22; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,8,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q08,high,source,0.7129,combined=0.71; question=0.37; options=0.80; answer=0.00; skeleton=0.63; numbers=0.58; anchors=0.16; source=0.80; source-file-tokens=1.00; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,9,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q11,low,skeleton,0.4936,combined=0.49; question=0.15; options=0.67; answer=0.00; skeleton=0.83; numbers=0.30; anchors=0.15; source=0.42; source-file-tokens=1.00; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,10,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q03,medium,source,0.5035,combined=0.50; question=0.57; options=0.00; answer=0.00; skeleton=0.00; numbers=0.17; anchors=0.47; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,11,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q11,medium,source,0.4210,combined=0.42; question=0.20; options=0.00; answer=0.00; skeleton=0.14; numbers=0.09; anchors=0.20; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,12,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q05,low,skeleton,0.4577,combined=0.46; question=0.36; options=0.17; answer=0.00; skeleton=0.33; numbers=0.14; anchors=0.12; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,13,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q06,low,skeleton,0.3700,combined=0.37; question=0.24; options=0.00; answer=0.00; skeleton=0.17; numbers=0.17; anchors=0.24; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,14,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q14,medium,source,0.5631,combined=0.56; question=0.28; options=0.40; answer=0.00; skeleton=0.33; numbers=0.33; anchors=0.15; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01 (1).tex,15,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q15,medium,source,0.3672,combined=0.37; question=0.12; options=0.08; answer=0.00; skeleton=0.09; numbers=0.08; anchors=0.19; source=0.80; source-file-tokens=1.00; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,1,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q01,high,source,0.7731,combined=0.77; question=0.69; options=0.00; answer=0.00; skeleton=0.67; numbers=0.88; anchors=0.20; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,2,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q15,medium,source,0.4795,combined=0.48; question=0.26; options=0.00; answer=0.00; skeleton=0.22; numbers=0.06; anchors=0.23; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,3,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q02,low,skeleton,0.4931,combined=0.49; question=0.33; options=0.00; answer=0.00; skeleton=0.56; numbers=0.33; anchors=0.26; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,4,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q04,high,source,0.4416,combined=0.44; question=0.36; options=0.00; answer=0.00; skeleton=0.07; numbers=0.04; anchors=0.36; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,5,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q10,medium,source,0.5324,combined=0.53; question=0.51; options=0.25; answer=0.00; skeleton=0.33; numbers=0.14; anchors=0.33; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,6,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_1_Q06,medium,source,0.5150,combined=0.51; question=0.26; options=0.00; answer=0.00; skeleton=0.25; numbers=0.33; anchors=0.24; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,7,GEN_CAT_QUANT_TOUGH_END_VERIFIED_PRACTICE_BATCH_Q08,medium,skeleton,0.6599,combined=0.66; question=0.54; options=0.00; answer=0.00; skeleton=1.00; numbers=0.50; anchors=0.54; source=0.42; source-file-tokens=1.00; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,8,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q08,high,source,0.9011,combined=0.90; question=0.55; options=1.00; answer=0.00; skeleton=0.86; numbers=0.90; anchors=0.55; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,9,GEN_CAT_QUANT_TOUGH_BATCH_Q06,medium,skeleton,0.5167,combined=0.52; question=0.41; options=0.00; answer=0.00; skeleton=0.60; numbers=0.50; anchors=0.26; source=0.42; source-file-tokens=0.50; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,10,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q10,high,source,0.8000,combined=0.80; question=0.66; options=0.00; answer=0.00; skeleton=0.50; numbers=0.80; anchors=0.39; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,11,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q11,high,source,0.8588,combined=0.86; question=0.53; options=0.67; answer=0.00; skeleton=0.88; numbers=0.57; anchors=0.57; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,12,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q12,high,source,0.7350,combined=0.73; question=0.53; options=0.00; answer=0.00; skeleton=0.67; numbers=0.50; anchors=0.42; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,13,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q13,high,source,0.8298,combined=0.83; question=0.76; options=0.00; answer=0.00; skeleton=0.50; numbers=0.63; anchors=0.48; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,14,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q14,high,source,0.7259,combined=0.73; question=0.43; options=0.00; answer=0.00; skeleton=0.71; numbers=0.71; anchors=0.40; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Verified_Practice_Batch_01(1).tex,15,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q15,medium,source,0.4384,combined=0.44; question=0.26; options=0.00; answer=0.00; skeleton=0.07; numbers=0.05; anchors=0.06; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/main.tex,1,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q08,low,skeleton,0.2024,combined=0.20; question=0.07; options=0.00; answer=0.01; skeleton=0.14; numbers=0.08; anchors=0.05; source=0.48; source-file-exact
content/cat/practice/latex_sources/main.tex,2,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q08,medium,source,0.3177,combined=0.32; question=0.08; options=0.00; answer=0.01; skeleton=0.17; numbers=0.07; anchors=0.08; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,4,GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q04,medium,source,0.3191,combined=0.32; question=0.07; options=0.00; answer=0.00; skeleton=0.13; numbers=0.17; anchors=0.10; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,4,GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q04,high,source,0.4974,combined=0.50; question=0.42; options=0.00; answer=0.00; skeleton=0.13; numbers=0.17; anchors=0.38; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,4,GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q05,low,skeleton,0.2713,combined=0.27; question=0.16; options=0.00; answer=0.00; skeleton=0.07; numbers=0.28; anchors=0.30; source=0.48; source-file-exact
content/cat/practice/latex_sources/main.tex,5,GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q05,high,source,0.5593,combined=0.56; question=0.45; options=0.09; answer=0.00; skeleton=0.16; numbers=0.24; anchors=0.70; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,7,GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q07,low,skeleton,0.3963,combined=0.40; question=0.36; options=0.00; answer=0.00; skeleton=0.38; numbers=0.28; anchors=0.47; source=0.38; question-number
content/cat/practice/latex_sources/main.tex,7,GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q07,low,skeleton,0.3436,combined=0.34; question=0.28; options=0.00; answer=0.00; skeleton=0.33; numbers=0.26; anchors=0.39; source=0.38; question-number
content/cat/practice/latex_sources/main.tex,7,GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q07,low,skeleton,0.3356,combined=0.34; question=0.19; options=0.00; answer=0.00; skeleton=0.42; numbers=0.33; anchors=0.50; source=0.38; question-number
content/cat/practice/latex_sources/main.tex,8,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q08,medium,source,0.3911,combined=0.39; question=0.20; options=0.00; answer=0.00; skeleton=0.20; numbers=0.12; anchors=0.21; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,8,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q08,medium,source,0.4601,combined=0.46; question=0.29; options=0.00; answer=0.00; skeleton=0.33; numbers=0.15; anchors=0.24; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,8,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q08,medium,source,0.3131,combined=0.31; question=0.00; options=0.00; answer=0.00; skeleton=0.33; numbers=0.16; anchors=0.00; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,8,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q08,high,source,0.5808,combined=0.58; question=0.54; options=0.00; answer=0.00; skeleton=0.33; numbers=0.16; anchors=0.38; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,9,GEN_CAT_QUANT_TOUGH_BATCH03_Q09,medium,source,0.3588,combined=0.36; question=0.19; options=0.00; answer=0.00; skeleton=0.03; numbers=0.12; anchors=0.20; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,9,GEN_CAT_QUANT_TOUGH_BATCH03_Q09,medium,source,0.3980,combined=0.40; question=0.26; options=0.00; answer=0.00; skeleton=0.06; numbers=0.13; anchors=0.24; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,9,GEN_CAT_QUANT_TOUGH_BATCH03_Q09,medium,source,0.3915,combined=0.39; question=0.21; options=0.00; answer=0.00; skeleton=0.05; numbers=0.13; anchors=0.44; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,9,GEN_CAT_QUANT_TOUGH_BATCH03_Q09,high,source,0.4963,combined=0.50; question=0.44; options=0.00; answer=0.00; skeleton=0.06; numbers=0.13; anchors=0.44; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/main.tex,9,GEN_CAT_HARDENED_QUANT_15Q_Q09,low,skeleton,0.2132,combined=0.21; question=0.12; options=0.00; answer=0.00; skeleton=0.16; numbers=0.12; anchors=0.16; source=0.38; question-number
content/cat/practice/latex_sources/main.tex,13,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q13,low,skeleton,0.3794,combined=0.38; question=0.45; options=0.00; answer=0.01; skeleton=0.16; numbers=0.17; anchors=0.35; source=0.38; question-number
