question_id,batch_id,question_number,topic,subtopic,difficulty,question_type,review_status,candidate_repair_confidence,candidate_repair_notes,question_text_markdown_candidate,option_a_markdown_candidate,option_b_markdown_candidate,option_c_markdown_candidate,option_d_markdown_candidate,detailed_solution_markdown_candidate
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q01,cat_modern_math_pnc_probability_practice_bank,,Modern Math / Probability,Arrangements with restrictions,Medium-Hard,MCQ,safe_candidate_ready,high,,Hard The letters of the word EQUATION are rearranged so that all the vowels appear together as a single block and the first letter of the new word is a consonant. How many such rearrangements are possible?,1440,2160,2880,4320,"### Step 1 EQUATION has 8 distinct letters: vowels {E, U, A, I, O} (5) and consonants {Q, T, N} (3). ### Step 2 Treat the 5 vowels as a single block. The block must not be placed at the first position (since position 1 must be a consonant, not a vowel). ### Step 3 Place a consonant at position 1: 3 choices. ### Step 4 Now there are 3 remaining units to arrange in the remaining 3 unit - positions: 2 consonants + 1 vowel - block. Number of arrangements = 3! = 6. ### Step 5 Internal arrangement of the 5 vowels in the block = 5! = 120. ### Step 6 Total = 3 x 6 x 120 = 2160."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q05,cat_modern_math_pnc_probability_practice_bank,,Modern Math / Probability,Circular arrangement with linked restrictions,Hard,TITA,safe_candidate_ready,high,,"Hard Eight distinct people are to be seated around a circular table with 8 identical chairs. Person C insists on sitting next to person D, while persons A and B refuse to sit next to each other. How many distinct seating arrangements are possible? (Arrangements that are rotations of each other are considered identical.)",,,,,"### Step 1 Circular arrangements of 8 distinct people = 7! = 5040. ### Step 2 Force C and D adjacent. Treat {C, D} as a block. There are now 7 units around the circle: arrangements = 6! x 2 = 1440 (the factor 2 for internal order of C, D). ### Step 3 Within these 1440, subtract those where A and B are also adjacent. Treat {A, B} as a second block. There are now 6 units around the circle: arrangements = 5! x 2 x 2 = 480. ### Step 4 Required count = 1440 -480 = 960."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q06,cat_modern_math_pnc_probability_practice_bank,6,Modern Math / Probability,Digit counting with multiple restrictions,Hard,MCQ,safe_candidate_ready,high,,"Hard How many 4 - digit positive integers are there in which the sum of the digits is 18, no digit is 0, and at least one digit equals 9?",80,96,144,112,"### Step 1 Let the digits be d1, $d^2$, $d^3$, $d^4$ with each di ∈{1, 2,..., 9} and d1 + $d^2$ + $d^3$ + $d^4$ = 18. ### Step 2 Substitute ei = di -1, so ei ∈[0, 8] and e1 + $e^2$ + $e^3$ + $e^4$ = 14. ### Step 3 Count all such tuples. Unconstrained non-negative count = 17 3 = 680. Subtract ei ≥9: set f = ei -9 ≥0, remaining sum 5, count 8 3 = 56; times 4 variables gives 224. Two variables ≥9 require sum ≥18 > 14 - impossible. So total = 680 -224 = 456 tuples with each digit in 1 - 9 summing to 18. ### Step 4 Count those with no digit equal to 9 (each di ∈{1,..., 8}, i.e., ei ∈[0, 7], sum 14). Unconstrained = 680. Subtract ei ≥8: set g = ei -8, sum 6, count 9 3 = 84; times 4 gives 336. Two variables ≥8 require sum ≥16 > 14. So no - 9 count = 680 -336 = 344. ### Step 5 At - least - one - 9 count = 456 -344 = 112."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q07,cat_modern_math_pnc_probability_practice_bank,,Modern Math / Probability,"Arrangements with repeated objects, no two identical",Hard,TITA,safe_candidate_ready,high,,"adjacent In how many distinct arrangements of the letters A, A, A, B, B, C, C is it true that no two adjacent letters are identical?",,,,,"### Step 1 Total arrangements of A, A, A, B, B, C, C = 7! 3! 2! 2! = 210. ### Step 2 Let PA, PB, PC be the events ”two of the same letter adjacent” for A, B, C respectively. We want 210 -|PA ∪PB ∪PC|. ### Step 3 |PA| (at least one pair of A’s adjacent) = 210 - (no two A’s adjacent). No two A’s adjacent: arrange BBCC = 4! 2!2! = 6; choose 3 of 5 gaps for the 3 A’s = 5 3 = 10; product = 60. So |PA| = 210 -60 = 150. ### Step 4 |PB|: treat BB as one block. Items: [BB], A, A, A, C, C. Distinct arrangements = 6! 3! 2! = 60. Similarly |PC| = 60. 10 ### Step 5 |PA ∩PB|: with [BB] block, count arrangements where some two A’s are adjacent. Total with [BB] block = 60. Subtract those with no two A’s adjacent: non - A items [BB], C, C arrange in 3! 2! = 3 ways, providing 4 gaps; choose 3 gaps for A’s = 4 3 = 4; product = 12. So |PA ∩PB| = 60 -12 = 48. Similarly |PA ∩PC| = 48. ### Step 6 |PB ∩PC|: both [BB] and [CC] blocks. Items [BB], [CC], A, A, A: 5! 3! = 20. ### Step 7 |PA ∩PB ∩PC|: both [BB] and [CC] blocks; want some two A’s adjacent. Total = 20. Subtract no - two - A: arrange [BB], [CC] in 2! = 2 ways, providing 3 gaps; 3 3 = 1; product = 2. So |PA ∩PB ∩PC| = 20 -2 = 18. ### Step 8 By inclusion - exclusion, |PA ∪PB ∪PC| = 150 + 60 + 60 -48 -48 -20 + 18 = 172. ### Step 9 Required count = 210 -172 = 38."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q08,cat_modern_math_pnc_probability_practice_bank,8,Modern Math / Probability,Selection-arrangement hybrid,Hard,MCQ,safe_candidate_ready,high,,"MCQ From the 26 letters of the English alphabet, in how many ways can a 5 - letter string be formed such that all five letters are distinct, at least two of them are vowels (vowels being A, E, I, O, U), and the letters appear in strict alphabetical order from left to right?",13301,15506,15401,15400,"### Step 1 A 5 - letter string with all distinct letters arranged in strict alphabetical order corresponds uniquely to a 5 - element subset of the 26 letters. So count 5 - subsets with at least 2 vowels. ### Step 2 Vowels V: 5; consonants C: 21. For k vowels (k ∈{2, 3, 4, 5}): - k = 2: 5 2 21 3 = 10 x 1330 = 13300. - k = 3: 5 3 21 2 = 10 x 210 = 2100. - k = 4: 5 4 21 1 = 5 x 21 = 105. - k = 5: 5 5 21 0 = 1 x 1 = 1. ### Step 3 Sum = 13300 + 2100 + 105 + 1 = 15506."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q11,cat_modern_math_pnc_probability_practice_bank,,Modern Math / Probability,Conditional probability with at least condition,Medium-Hard,MCQ,safe_candidate_ready,high,,"Medium - Hard A fair six - sided die is rolled four times. Given that the sum of the four rolls is even, what is the probability that at least one of the rolls shows a 6?",$\frac{313}{648}$,$\frac{335}{648}$,$\frac{671}{1296}$,$\frac{1}{2}$,"### Step 1 Total outcomes = 64 = 1296. Each die independently has 3 even and 3 odd faces. ### Step 2 P(even sum). The sum is even iff the number of odd dice is even (0, 2, or 4). With P(odd) = P(even) = $\frac{1}{2}$ per die, P(even sum) = 1 + 4 2 + 1 24 = 8 16 = 1 2. Thus |even - sum outcomes| = 648. ### Step 3 Count outcomes with no 6 and even sum. Each die ∈{1, 2, 3, 4, 5} (3 odd, 2 even). Number of odd dice must be 0, 2, or 4: - 0 odd: 24 = 16. - 2 odd: 4 2 · 32 · 22 = 6 · 9 · 4 = 216. - 4 odd: 34 = 81. Total = 16 + 216 + 81 = 313. ### Step 4 Even - sum outcomes with at least one 6 = 648 -313 = 335. ### Step 5 Conditional probability = 335 648."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q13,cat_modern_math_pnc_probability_practice_bank,,Modern Math / Probability,Arrangement-based probability,Hard,MCQ,safe_candidate_ready,high,,"MCQ The letters of the word PROBABILITY are arranged in a random order, with all arrange- ments equally likely. What is the probability that the two I’s have exactly one letter between them in the arrangement?",$\frac{9}{55}$,$\frac{2}{11}$,$\frac{18}{55}$,$\frac{9}{110}$,"### Step 1 PROBABILITY has 11 letters with two B’s and two I’s. Total distinguishable arrangements = 11! 2! · 2! = 11! 4. ### Step 2 Place the two I’s at positions (i, i + 2) for i = 1, 2,..., 9 - that is 9 valid position - pairs. ### Step 3 For each placement of the two I’s, arrange the remaining 9 letters (P, R, O, B, A, B, L, T, Y - note the two B’s) in the remaining 9 positions: 9! 2!. ### Step 4 Favourable count = 9 x 9! 2. ### Step 5 Probability 9 · 9!/2 11!/4 = 9 · 9! · 4 2 · 11! = 9 · 4 2 · 11 · 10 = 36 220 = 9 55."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q15,cat_modern_math_pnc_probability_practice_bank,,Modern Math / Probability,Probability from circular arrangement with linked restrictions,Hard,TITA,safe_candidate_ready,high,,Four men (including M1) and four women (including W1) are seated at random around a circular table with 8 chairs. (Rotations are considered identical.) The probability that no two men sit next to each other AND M1 sits next to W1 can be written as p/q in lowest terms. Find p + q.,,,,,"### Step 1 Total circular arrangements of 8 distinct people = 7! = 5040 (fix any one person to break rotational symmetry). Equivalently, fix M1 at seat 1; the remaining 7 people arrange in 7! = 5040 ways. ### Step 2 With M1 at seat 1, ”no two men adjacent” forces men into alternate seats; since 4 men must be at alternate seats and M1 occupies seat 1, the men occupy seats {1, 3, 5, 7} and the women occupy seats {2, 4, 6, 8}. The remaining 3 men arrange in 3! = 6 ways at seats {3, 5, 7}; the 4 women arrange in 4! = 24 ways at seats {2, 4, 6, 8}. So no - two - men - adjacent count = 6 x 24 = 144. ### Step 3 Now impose: W1 is adjacent to M1. M1 is at seat 1; its neighbours are seats 2 and 8, both women - seats. So W1 must sit at seat 2 or seat 8. ### Step 4 For W1 at seat 2: men at seats 3, 5, 7 in 3! = 6 ways; remaining 3 women at seats 4, 6, 8 in 3! = 6 ways. Subtotal = 36. Similarly for W1 at seat 8: 36. ### Step 5 Favourable count = 36 + 36 = 72. ### Step 6 Probability = 72 5040 = 1 70. So p = 1, q = 70, p + q = 71."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q18,cat_modern_math_pnc_probability_practice_bank,,Modern Math / Probability,Probability after careful counting,Hard,TITA,safe_candidate_ready,high,,"TITA Three distinct numbers are chosen at random from the set {1, 2, 3,..., 20}. The probability that the three chosen numbers form an arithmetic progression (in some order) can be written as p/q in lowest terms. Find p + q.",,,,,"### Step 1 Total 3 - element subsets of {1, 2,..., 20}: 20 3 = 1140. ### Step 2 Count subsets that form an arithmetic progression (in some order). For an AP with common difference k ≥1, the triple is (a, a + k, a + 2k) with a ≥1 and a + 2k ≤20, so the number of starting values is 20 -2k, valid for k = 1, 2,..., 9. ### Step 3 Total APs (as unordered sets, since each set yields one AP - form with a unique common difference k): 9 X k=1 (20 -2k) = 18 + 16 + 14 + 12 + 10 + 8 + 6 + 4 + 2 = 90. ### Step 4 Probability = 90 1140 = 3 38. So p + q = 3 + 38 = 41."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q11,cat_modern_math_practice_bank,11,Modern Math / Probability,Probability from random arrangement (relative-order argument),Medium-Hard,MCQ,safe_candidate_ready,high,,"All 11 letters of the word PROBABILITY are arranged in a row in random order, each ar- rangement equally likely. Find the probability that both occurrences of the letter I appear before both occurrences of the letter B (reading left to right).",$\frac{1}{6}$,$\frac{1}{4}$,$\frac{1}{3}$,$\frac{1}{12}$,"### Step 1 PROBABILITY has 11 letters with 2 Bs and 2 Is. The other 7 letters are distinct. ### Step 2 Consider only the 4 positions among 11 occupied by {I, I, B, B}. The relative order of these 4 letters in any random arrangement is uniformly distributed over all distinct sequences of two Is and two Bs. ### Step 3 Number of distinct sequences of {I, I, B, B}: 4! 2!2! = 6. ### Step 4 Among these, exactly one sequence has both Is preceding both Bs: I, I, B, B. ### Step 5 Probability = 1 6."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q12,cat_modern_math_practice_bank,12,Modern Math / Probability,Conditional probability with parity,Medium-Hard,MCQ,safe_candidate_ready,high,,"A fair six - sided die is rolled three times. Given that the sum of the three rolls is even, find the probability that all three rolls show an even number.",$\frac{1}{4}$,$\frac{1}{8}$,$\frac{1}{2}$,$\frac{1}{3}$ 5,"### Step 1 Each roll is independently even or odd with probability $\frac{1}{2}$. ### Step 2 Sum is even ⇐=> number of odd rolls is even (0 or 2). P(sum even) = 3 0 ($\frac{1}{2}$)3 + 3 2 ($\frac{1}{2}$)3 = $\frac{1}{8}$ + $\frac{3}{8}$ = $\frac{1}{2}$. ### Step 3 “All three rolls are even” ⊆“sum is even”. So P(all even ∩sum even) = P(all even) = ($\frac{1}{2}$)3 = $\frac{1}{8}$. ### Step 4 P(all even | sum even) = $\frac{1}{8}\frac{1}{2}$ = $\frac{1}{4}$. ### Step 5 Sanity check: conditional on sum even, two subcases are equally likely after combining (all even vs exactly two odd). Their probabilities are $\frac{1}{8}$ and $\frac{3}{8}$ so the all - even subcase has weight $\frac{1}{8}\frac{1}{2}$ = $\frac{1}{4}$. (verified)"
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q13,cat_modern_math_practice_bank,,Modern Math / Probability,Conditional probability with changed sample space (without replacement),Hard,MCQ,safe_candidate_ready,medium,formatted W2 as W^2,"A box contains 5 white and 7 black balls. Three balls are drawn one by one, without replace- ment. Find the probability that the second ball drawn is white, given that the third ball drawn is black.",$\frac{5}{11}$,$\frac{5}{12}$,$\frac{7}{12}$,$\frac{35}{132}$,"### Step 1 Let W^2 = “2nd ball is white”, B3 = “3rd ball is black”. Want P(W^2 | B3). ### Step 2 By symmetry of sampling without replacement, P(B3) = $\frac{7}{12}$ (same as P(Bi) for any i). 14 ### Step 3 P(W^2 ∩B3): any two distinct positions are exchangeable with positions (1, 2). So this equals P(1st white, 2nd black) = 5 12 · 7 11 = 35 132. ### Step 4 P(W^2 | B3) = $\frac{35}{132}\frac{7}{12}$ = 35 132 · 12 7 = 35 · 12 132 · 7 = 420 924 = 5 11. ### Step 5 Alternative reasoning: conditional on the 3rd being black, the other 11 balls (5W + 6B) are uniformly arranged in positions 1, 2, 4 - 12, so P(position 2 white) = $\frac{5}{11}$. (verified)"
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q14,cat_modern_math_practice_bank,,Modern Math / Probability,Negative hypergeometric (probability with stopping condition),Hard,MCQ,safe_candidate_ready,high,,A bag contains 3 red and 4 blue balls. Balls are drawn one at a time without replacement until all the red balls have been drawn. Find the probability that exactly 5 draws are needed.,$\frac{6}{35}$,$\frac{4}{35}$,$\frac{12}{35}$,$\frac{1}{7}$,"### Step 1 Drawing stops at the 5th draw iff exactly 2 of the first 4 draws are red, and the 5th draw is red. ### Step 2 Equivalently, the 3rd red ball occupies position 5 in a uniform random arrangement of all 7 balls (3 red, 4 blue) in a line. ### Step 3 For the 3rd red to be at position 5: among the first 4 positions, exactly 2 are red and 2 are blue; position 5 is red. ### Step 4 Probability = 4 2 2 0 7 3, using the standard formula P(k - th red at position n) = n - 1 k - 1 N - n R - k N R with N = 7, R = 3, k = 3, n = 5: = 4 2 2 0 7 3 = 6 · 1 35 = 6 35. ### Step 5 Alternative direct: P = 4 2 7 4 · $\frac{1}{3}$. 4 $\frac{2}{7}$ 4 = $\frac{6}{35}$ is the probability 2 reds in first 4. Then given 1 red left in last 3, P(red at position 5) = $\frac{1}{3}$. So = 6 35 · 3 · $\frac{1}{3}$? Let me redo. P(2 reds in first 4) = 3 2 4 2 7 4 = 3 · 6 35 = 18 35. Given that, P(red at pos 5) = $\frac{1}{3}$. Product = 18/(35 · 3) = $\frac{6}{35}$. (verified)"
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q15,cat_modern_math_practice_bank,,Modern Math / Probability,Conditional probability with complement reasoning,Hard,MCQ,safe_candidate_ready,high,,"Three fair six - sided dice are rolled. Given that the product of the three numbers shown is even, find the probability that at least one of the dice shows a 6.",$\frac{13}{27}$,$\frac{91}{216}$,$\frac{91}{189}$,$\frac{1}{3}$,"### Step 1 Let A = “at least one die shows 6”, B = “product is even”. ### Step 2 If at least one die shows 6, the product is automatically even (6 is even), so A ⊆B. Hence A ∩B = A. 15 ### Step 3 P(B) = 1 -P(product odd) = 1 -P(all three odd) = 1 -($\frac{1}{2}$)3 = 1 -$\frac{1}{8}$ = $\frac{7}{8}$. ### Step 4 P(A) = 1 -P(no 6 in 3 dice) = 1 -($\frac{5}{6}$)3 = 1 -$\frac{125}{216}$ = $\frac{91}{216}$. ### Step 5 P(A | B) = P(A) P(B) = $\frac{91}{216}\frac{7}{8}$ = 91 · 8 216 · 7 = 91 189 = 13 · 7 27 · 7 = 13 27."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q17,cat_modern_math_practice_bank,,Modern Math / Probability,Geometric-series probability over an alternating game,Hard,TITA,safe_candidate_ready,high,,"A and B play a game in which they alternately roll a fair six - sided die, with A rolling first. A wins immediately if she rolls a 6. B wins immediately if he rolls a 5 or 6. The game continues until someone wins. Find the probability that A wins the game.",,,,,"### Step 1 On any turn, A wins with prob $\frac{1}{6}$ (rolls a 6), continues with prob $\frac{5}{6}$. ### Step 2 If A doesn’t win, B rolls: B wins with prob $\frac{2}{6}$ = $\frac{1}{3}$, continues with prob $\frac{2}{3}$. ### Step 3 P(“one full round passes without anyone winning”) = ($\frac{5}{6}$)($\frac{2}{3}$) = $\frac{10}{18}$ = $\frac{5}{9}$. ### Step 4 P(A wins on her n - th turn) = ($\frac{5}{9}$)n - 1 · ($\frac{1}{6}$). ### Step 5 P(A wins) = $\frac{1}{6}$ 1 -$\frac{5}{9}$ = $\frac{1}{6}\frac{4}{9}$ = 1 6 · $\frac{9}{4}$ = 9 24 = 3 8."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q18,cat_modern_math_practice_bank,18,Modern Math / Probability,Probability based on ordered selection (arithmetic progression),Hard,TITA,safe_candidate_ready,high,,"A box contains 5 cards labelled 1, 2, 3, 4, 5. Three cards are drawn one by one without replace- ment. Find the probability that the three numbers, in the order drawn, form an arithmetic progression.",,,,,"### Step 1 Total ordered triples drawn without replacement from {1, 2, 3, 4, 5}: 5 · 4 · 3 = 60. ### Step 2 AP triples (a, a + d, a + 2d) with all terms in {1,..., 5} and d ≠ 0. ### Step 3 d = 1: (1, 2, 3), (2, 3, 4), (3, 4, 5) - 3 triples. ### Step 4 d = -1: (3, 2, 1), (4, 3, 2), (5, 4, 3) - 3 triples. d = 2: (1, 3, 5) - 1 triple. d = -2: (5, 3, 1) - 1 triple. ### Step 5 Total AP triples = 3 + 3 + 1 + 1 = 8. Probability = $\frac{8}{60}$ = $\frac{2}{15}$."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q19,cat_modern_math_practice_bank,19,Modern Math / Probability,Probability with arrangement under divisibility constraint,Hard,TITA,safe_candidate_ready,high,,"A 4 - digit number is formed by using four distinct digits chosen from {1, 2, 3, 4, 5}, with each selection equally likely. Find the probability that the number so formed is divisible by 4.",,,,,"### Step 1 Total 4 - digit numbers from {1, 2, 3, 4, 5} with no repetition: P(5, 4) = 120. ### Step 2 A number is divisible by 4 iff its last two digits (as a 2 - digit number) is divisible by 4. ### Step 3 List 2 - digit endings using distinct digits from {1, 2, 3, 4, 5} that are divisible by 4: enumerate multiples of 4 between 12 and 54: 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52. Filter to distinct digits from {1, 2, 3, 4, 5}: 12, 24, 32, 52. (4 endings.) ### Step 4 For each fixed valid 2 - digit ending, fill the first 2 positions with 2 of the remaining 3 digits: 3 · 2 = 6 ways. Total favourable = 4 · 6 = 24. ### Step 5 Probability = $\frac{24}{120}$ = $\frac{1}{5}$."
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q01,cat_quant_pnc_probability_practice_bank,,Modern Math / Probability,Committee formation with representation constraints,Medium-Hard,MCQ,safe_candidate_ready,high,,A committee of 6 members is to be chosen from 7 men and 5 women such that the committee contains at least 2 women and at most 4 men. The number of such committees possible is:,812,924,462,917,"### Step 1 Let the committee have m men and w women with m + w = 6, w ≥2, m ≤4. ### Step 2 Since w = 6 -m, the condition m ≤4 is equivalent to w ≥2. So both constraints together collapse to: w ∈{2, 3, 4, 5}, with m = 6 -w. ### Step 3 Compute each case: - w = 2, m = 4: 5 2 7 4 = 10 · 35 = 350. - w = 3, m = 3: 5 3 7 3 = 10 · 35 = 350. - w = 4, m = 2: 5 4 7 2 = 5 · 21 = 105. - w = 5, m = 1: 5 5 7 1 = 1 · 7 = 7. ### Step 4 Total = 350 + 350 + 105 + 7 = 812."
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q02,cat_quant_pnc_probability_practice_bank,,Modern Math / Probability,Integer solutions with upper and lower bounds,Hard,TITA,safe_candidate_ready,high,,"Find the number of integer solutions to the equation x1 + $x^2 + x^3 + x^4$ = 25 where 1 ≤xi ≤10 for each i ∈{1, 2, 3, 4}.",,,,,"### Step 1 Substitute yi = xi -1, so 0 ≤yi ≤9 and y1 + $y^2$ + $y^3$ + $y^4$ = 21. ### Step 2 Number of non-negative integer solutions ignoring upper bound: 21+3 3 = 24 3 = 2024. ### Step 3 Apply inclusion - exclusion on the events Ai = {yi ≥10}. ### Step 4 |Ai|: set zi = yi -10, sum becomes 11, count = 14 3 = 364. There are 4 such sets. ### Step 5 |Ai ∩Aj|: two variables ≥10, sum becomes 1, count = 4 3 = 4. There are 4 2 = 6 such pairs. ### Step 6 Three or more variables ≥10: sum would be negative; count = 0. ### Step 7 By inclusion - exclusion, valid solutions = 2024 -4(364) + 6(4) = 2024 -1456 + 24 = 592."
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q03,cat_quant_pnc_probability_practice_bank,,Modern Math / Probability,Arrangements with multiple forbidden adjacencies,Hard,MCQ,safe_candidate_ready,high,,"A string of length 6 is formed by arranging the letters A, B, C, D, E, F in some order (each letter used exactly once). How many such strings are there in which A does not appear immediately before B, and C does not appear immediately before D?",504,480,600,528,"### Step 1 Total arrangements of A, B, C, D, E, F: 6! = 720. ### Step 2 Let X = strings with the block “AB”. Treat AB as one unit, giving 5 units to permute: 5! = 120. ### Step 3 Let Y = strings with the block “CD”. Similarly |Y | = 120. 10 ### Step 4 X ∩Y: both “AB” and “CD” as blocks, giving 4 units: 4! = 24. ### Step 5 |X ∪Y | = 120 + 120 -24 = 216. ### Step 6 Required count = 720 -216 = 504."
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q04,cat_quant_pnc_probability_practice_bank,,Modern Math / Probability,Distribution of distinct objects with lower bound,Hard,MCQ,safe_candidate_ready,high,,"Eight distinct books are to be distributed among three students Ankit, Bhavna and Chirag so that every student receives at least 2 books. In how many ways can this be done?",2940,2520,3024,1680,"### Step 1 We must distribute 8 distinct books among 3 distinct students with each receiving ≥2. ### Step 2 Possible ordered triples (n1, $n^2$, $n^3$) with ni ≥2 and P ni = 8 are exactly the permutations of (2, 2, 4) and (2, 3, 3). ### Step 3 For each ordered triple, the number of book - assignments is 8! n1!$n^2$!$n^3$!. - Triples of type (2, 2, 4): 8! 2! 2! 4! = 420. There are 3 such orderings, contributing 3 · 420 = 1260. - Triples of type (2, 3, 3): 8! 2! 3! 3! = 560. There are 3 such orderings, contributing 3 · 560 = 1680. ### Step 4 Total = 1260 + 1680 = 2940. Verification (inclusion - exclusion): 38 = 6561 unrestricted. Subtract surjections failing the ≥2 condition; the I - E count yields the same 2940."
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q05,cat_quant_pnc_probability_practice_bank,,Modern Math / Probability,Selection-arrangement hybrid with conditional role,Hard,TITA,safe_candidate_ready,high,,"From a group of 6 men and 6 women, a 5 - member committee is to be formed in which one of the 5 members is designated as the chairperson. The committee must contain at least 2 men and at least 2 women, and the chairperson must belong to the gender that has the strict majority on the committee. Find the total number of such (committee, chairperson) selections.",,,,,"### Step 1 Let the committee have m men and w women with m + w = 5, m ≥2, w ≥2. So (m,w) ∈{(2, 3), (3, 2)}. Strict majority is well - defined since 5 is odd. ### Step 2 Case (2, 3): women are the majority, so chairperson is one of the 3 women. - Choose women: 6 3 = 20. Choose men: 6 2 = 15. - Choose chair: 3 ways. Contribution: 20 · 15 · 3 = 900. ### Step 3 Case (3, 2): men are the majority, chair from 3 men. - 6 3 · 6 2 · 3 = 20 · 15 · 3 = 900. ### Step 4 Total = 900 + 900 = 1800."
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q07,cat_quant_pnc_probability_practice_bank,,Modern Math / Probability,Arrangement with positional and adjacency restrictions,Hard,TITA,safe_candidate_ready,high,,Four distinct boys and four distinct girls are to be seated in a row of 8 seats such that no two boys sit next to each other and no girl occupies either of the two end seats. In how many ways can this be done?,,,,,"### Step 1 Seats 1 to 8. No girl at seats 1 or 8, so both ends are boys. ### Step 2 With boys at seats 1 and 8, seats 2 and 7 cannot be boys (else two boys are adjacent). So seats 2 and 7 are girls. ### Step 3 Among seats 3, 4, 5, 6 we must place the remaining 2 boys and 2 girls with no two boys adjacent (within seats 3 - 6; the boundary seats 2 and 7 are girls, so no extra boundary issues). ### Step 4 Patterns for seats 3, 4, 5, 6 with 2B + 2G and no two adjacent B’s: list the six patterns and remove those with adjacent B’s. Valid: BGBG, BGGB, GBGB. So 3 patterns. ### Step 5 Assign the 4 boys to the 4 boy - seats: 4! = 24. Assign the 4 girls to the 4 girl - seats: 4! = 24. ### Step 6 Total = 3 · 24 · 24 = 1728."
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q10,cat_quant_pnc_probability_practice_bank,,Modern Math / Probability,Block arrangement with grouped restriction,Medium-Hard,MCQ,safe_candidate_ready,high,,"A family of 8 people - 3 distinct brothers, 3 distinct sisters, and 2 distinct parents - stands in a row for a photograph such that the two parents stand together at one of the two ends of the row, and the 3 brothers do not all stand together. In how many such arrangements is this possible?",2304,2880,2592,1152,"### Step 1 Treat the two parents as a block PP, placed at an end of the row. - Choice of end (left/right): 2. 13 - Internal order of the two parents: 2. - Total parent - block configurations: 4. ### Step 2 The remaining 6 seats (a contiguous block of 6) are filled by 3 brothers and 3 sisters in 6! = 720 ways. ### Step 3 Subtract arrangements with all 3 brothers consecutive. Treating the brothers as a block of 3 within the 6 remaining seats: - Starting positions for the brother - block: 4. - Internal orderings of brothers: 3! = 6. - Arrangements of the 3 sisters in the remaining 3 seats: 3! = 6. - Total: 4 · 6 · 6 = 144. ### Step 4 Valid arrangements per parent configuration: 720 -144 = 576. ### Step 5 Total: 4 · 576 = 2304."
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q11,cat_quant_pnc_probability_practice_bank,,Modern Math / Probability,Conditional probability with changed sample space,Medium-Hard,MCQ,safe_candidate_ready,high,,"A bag contains 5 red balls and 4 blue balls. Two balls are drawn one after another, without replacement. Given that at least one of the two drawn balls is red, what is the probability that both balls are red?",$\frac{1}{3}$,$\frac{5}{18}$,$\frac{5}{9}$,$\frac{2}{9}$,### Step 1 Total unordered pairs of 2 balls from 9: $\frac{9}{2}$ = 36. ### Step 2 “At least one red” = total -both blue = 36 - 4 2 = 36 -6 = 30. ### Step 3 “Both red” = 5 2 = 10. ### Step 4 P(both red | at least one red) = 10 30 = $\frac{1}{3}$.
