exam_slug,section,year,slot,paper_code,question_id,question_text,question_type,option_a,option_b,option_c,option_d,correct_answer,detailed_solution,topic,subtopic,archetype,difficulty,source_reference,frequency_weight,probability_score,trend_score,is_free,is_premium,tags
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q20,"If a1, a2, ….. are in A.P , then , 1 𝑎1 + 𝑎2 + 1 𝑎2 + 𝑎3 + …… + 1 𝑎𝑛+ 𝑎𝑛+1 is equal to Actual CAT 2019 Question Paper online.2IIM.com",MCQ,𝑛 𝑎1 + 𝑎𝑛+1,𝑛−1 𝑎1 + 𝑎𝑛,𝑛 𝑎1 −𝑎𝑛+1,𝑛−1 𝑎1 + 𝑎𝑛−1 Answer,A,"If a1, a2, ….. are in A.P , then , 1 𝑎1 + 𝑎2 + 1 𝑎2 + 𝑎3 + …… + 1 𝑎𝑛+ 𝑎𝑛+1 is equal to A) 𝒏 𝒂𝟏+ 𝒂𝒏+𝟏 B) 𝑛−1 𝑎1 + 𝑎𝑛 C) 𝑛 𝑎1 −𝑎𝑛+1 D) 𝑛−1 𝑎1 + 𝑎𝑛−1 Back to Question Hard Difficulty Level – Topic – Progressions --- PAGE 60 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Algebra,Progressions,AP/GP sequence problem,Easy,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Algebra, subtopic:Progressions, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q21,"AB is a diameter of a circle of radius 5 cm. Let P and Q be two points on the circle so that the length of PB is 6 cm, and the length of AP is twice that of AQ. Then the length, in cm, of QB is nearest to Actual CAT 2019 Question Paper online.2IIM.com",MCQ,8.5,9.3,9.1,7.8 Answer,C,"AB is a diameter of a circle of radius 5 cm. Let P and Q be two points on the circle so that the length of PB is 6 cm, and the length of AP is twice that of AQ. Then the length, in cm, of QB is nearest to A) 8.5 B) 9.3 C) 9.1 D) 7.8 Back to Question Medium Difficulty Level – Topic – Geometry --- PAGE 61 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Geometry,Circles,AP/GP sequence problem,Medium,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Geometry, subtopic:Circles, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q22,"One can use three different transports which move at 10, 20, and 30 kmph, respectively. To reach from A to B, Amal took each mode of transport 1/3 of his total journey time, while Bimal took each mode of transport 1/3 of the total distance. The percentage by which Bimal’s travel time exceeds Amal’s travel time is nearest to Actual CAT 2019 Question Paper online.2IIM.com",MCQ,22,19,21,20 Answer,A,"One can use three different transports which move at 10, 20, and 30 kmph, respectively. To reach from A to B, Amal took each mode of transport 1/3 of his total journey time, while Bimal took each mode of transport 1/3 of the total distance. The percentage by which Bimal’s travel time exceeds Amal’s travel time is nearest to A) 22 B) 19 C) 21 D) 20 Back to Question Medium Difficulty Level – Topic – Speed, time and distance --- PAGE 62 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Arithmetic,Time Speed Distance,Successive percentage change,Medium,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Arithmetic, subtopic:Time Speed Distance, archetype:Successive percentage change"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q23,"Amala, Bina, and Gouri invest money in the ratio 3 : 4 : 5 in fixed deposits having respective annual interest rates in the ratio 6 : 5 : 4. What is their total interest income (in Rs) after a year, if Bina's interest income exceeds Amala's by Rs 250? Actual CAT 2019 Question Paper online.2IIM.com",MCQ,7000,6000,6350,7250 Answer,D,"Amala, Bina, and Gouri invest money in the ratio 3 : 4 : 5 in fixed deposits having respective annual interest rates in the ratio 6 : 5 : 4. What is their total interest income (in Rs) after a year, if Bina's interest income exceeds Amala's by Rs 250? A) 7000 B) 6000 C) 6350 D) 7250 Back to Question Difficulty Level – Topic – Ratios and proportions Easy --- PAGE 63 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Arithmetic,Ratio and Proportion,Ratio sharing problem,Medium,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Arithmetic, subtopic:Ratio and Proportion, archetype:Ratio sharing problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q24,If m and n are integers such that (2)19 34 42 9m 8n = 3n 16m ( 4 64 ) then m is Actual CAT 2019 Question Paper online.2IIM.com,MCQ,-16,-24,-12,-20 Answer,C,If m and n are integers such that (2)19 34 42 9m 8n = 3n 16m ( 4 64 ) then m is A) -16 B) -24 C) -12 D) -20 Back to Question Difficulty Level – Topic – Exponents Medium --- PAGE 64 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com,Algebra,Progressions,AP/GP sequence problem,Easy,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Algebra, subtopic:Progressions, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q25,"A chemist mixes two liquids 1 and 2. One litre of liquid 1 weighs 1 kg and one litre of liquid 2 weighs 800 gm. If half litre of the mixture weighs 480 gm, then the percentage of liquid 1 in the mixture, in terms of volume, is Actual CAT 2019 Question Paper online.2IIM.com",MCQ,70,85,80,75 Answer,C,"A chemist mixes two liquids 1 and 2. One litre of liquid 1 weighs 1 kg and one litre of liquid 2 weighs 800 gm. If half litre of the mixture weighs 480 gm, then the percentage of liquid 1 in the mixture, in terms of volume, is A) 70 B) 85 C) 80 D) 75 Back to Question Difficulty Level – Topic – Mixtures Medium --- PAGE 65 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Arithmetic,Percentages,Successive percentage change,Medium,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Arithmetic, subtopic:Percentages, archetype:Successive percentage change"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q26,"Let x and y be positive real numbers such that log5 (x + y) + log5 (x −y) = 3, and log2 y −log2 x = 1 −log2 3. Then xy equals Actual CAT 2019 Question Paper online.2IIM.com",MCQ,25,150,250,100 Answer,B,"Let x and y be positive real numbers such that log5 (x + y) + log5 (x −y) = 3, and log2 y −log2 x = 1 −log2 3. Then xy equals A) 25 B) 150 C) 250 D) 100 Back to Question Difficulty Level – Topic – Logarithms Medium --- PAGE 66 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Algebra,Linear Equations,AP/GP sequence problem,Easy,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Algebra, subtopic:Linear Equations, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q27,"If the rectangular faces of a brick have their diagonals in the ratio 3 : 2√3 : √15, then the ratio of the length of the shortest edge of the brick to that of its longest edge is Actual CAT 2019 Question Paper online.2IIM.com",MCQ,1 : √3,2 : √5,√2 : √3,3 : 2 Answer,A,"If the rectangular faces of a brick have their diagonals in the ratio 3 : 2√3 : √15, then the ratio of the length of the shortest edge of the brick to that of its longest edge is A) 1 : √𝟑 B) 2 : √5 C) √2 : √3 D) 3 : 2 Back to Question Difficulty Level – Topic – Mensuration Medium --- PAGE 67 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Arithmetic,Time and Work,Ratio sharing problem,Medium,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Arithmetic, subtopic:Time and Work, archetype:Ratio sharing problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q28,"Let S be the set of all points (x, y) in the x-y plane such that |x| + |y| ≤2 and |x| ≥1. Then, the area, in square units, of the region represented by S equals [TITA] Answer Actual CAT 2019 Question Paper online.2IIM.com",TITA,,,,,B,"Let S be the set of all points (x, y) in the x-y plane such that |x| + |y| ≤2 and |x| ≥1. Then, the area, in square units, of the region represented by S equals [TITA] Answer : 2 Back to Question Difficulty Level – Topic – Co - Geometry Medium --- PAGE 68 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Geometry,Coordinate Geometry,AP/GP sequence problem,Easy,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Geometry, subtopic:Coordinate Geometry, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q29,The number of solutions of the equation |x|(6x2+1) = 5x2 is [TITA] Answer Actual CAT 2019 Question Paper online.2IIM.com,TITA,,,,,5,The number of solutions of the equation |x|(6x2+1) = 5x2 is [TITA] Answer : 5 Back to Question Medium Difficulty Level – Topic – Quadratic equations --- PAGE 69 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com,Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q30,"Three men and eight machines can finish a job in half the time taken by three machines and eight men to finish the same job. If two machines can finish the job in 13 days, then how many men can finish the job in 13 days? [TITA] Answer Actual CAT 2019 Question Paper online.2IIM.com",TITA,,,,,13,"Three men and eight machines can finish a job in half the time taken by three machines and eight men to finish the same job. If two machines can finish the job in 13 days, then how many men can finish the job in 13 days? [TITA] Answer : 13 Back to Question Medium Difficulty Level – Topic – Work,time --- PAGE 70 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Arithmetic,Time and Work,Work-efficiency problem,Medium,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Arithmetic, subtopic:Time and Work, archetype:Work-efficiency problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q31,The product of the distinct roots of |x2 −x −6| = x + 2 is Actual CAT 2019 Question Paper online.2IIM.com,MCQ,-4,−16,-8,-24 Answer,B,The product of the distinct roots of |x2 −x −6| = x + 2 is A) -4 B) −16 C) -8 D) -24 Back to Question Difficulty Level – Topic – Quadratic equations Medium --- PAGE 71 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com,Algebra,Quadratic Equations,Roots and coefficients problem,Easy,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Algebra, subtopic:Quadratic Equations, archetype:Roots and coefficients problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q32,"The wheels of bicycles A and B have radii 30 cm and 40 cm, respectively. While traveling a certain distance, each wheel of A required 5000 more revolutions than each wheel of B. If bicycle B traveled this distance in 45 minutes, then its speed, in km per hour, was Actual CAT 2019 Question Paper online.2IIM.com",MCQ,18π,16π,12π,14π Answer,B,"The wheels of bicycles A and B have radii 30 cm and 40 cm, respectively. While traveling a certain distance, each wheel of A required 5000 more revolutions than each wheel of B. If bicycle B traveled this distance in 45 minutes, then its speed, in km per hour, was A) 18π B) 16π C) 12π D) 14π Back to Question Difficulty Level – Topic – Speed,time & distance Medium --- PAGE 72 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Arithmetic,Time Speed Distance,AP/GP sequence problem,Medium,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Arithmetic, subtopic:Time Speed Distance, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q33,"Consider a function f (x+y) = f (x) f (y) where x,y are positive integers, and f (1) = 2. If f (a+1) + f (a+2) + ….. + f(a+n) = 16 (2n-1) then a is equal to. [TITA] Answer Actual CAT 2019 Question Paper online.2IIM.com",TITA,,,,,C,"Consider a function f (x+y) = f (x) f (y) where x,y are positive integers, and f (1) = 2. If f (a+1) + f (a+2) + ….. + f(a+n) = 16 (2n-1) then a is equal to. [TITA] Answer : 3 Back to Question Difficulty Level – Topic – Functions Medium --- PAGE 73 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Algebra,Functions,Function value/domain problem,Medium,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Algebra, subtopic:Functions, archetype:Function value/domain problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q34,"Ramesh and Gautam are among 22 students who write an examination. Ramesh scores 82.5. The average score of the 21 students other than Gautam is 62. The average score of all the 22 students is one more than the average score of the 21 students other than Ramesh. The score of Gautam is Actual CAT 2019 Question Paper online.2IIM.com Done with the Questions! Take a break • 2IIM offers a fabulous, comprehensive course on CAT preparation. • A chunk of the course has been made available totally free of cost. So sign up as a trial user and check out our free content asap! • Practice, practice and then practice some more. 2IIM’s Question bank is generally a must-solve on all serious CAT aspirants’ checklist. Click this to check it out! Actual CAT 2019 Question Paper online.2IIM.com",MCQ,51,53,49,48 Answer,A,"Ramesh and Gautam are among 22 students who write an examination. Ramesh scores 82.5. The average score of the 21 students other than Gautam is 62. The average score of all the 22 students is one more than the average score of the 21 students other than Ramesh. The score of Gautam is A) 51 B) 53 C) 49 D) 48 Back to Question Difficulty Level – Topic – Averages Medium --- PAGE 74 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com Done with the answers too! • Find our online course at: online.2iim.com • About 2IIM’s CAT course: We have got a fabulous response for our course. Check out this Quora thread, where genuine students have shared their opinions about our course. • 2IIM’s Facebook group has more than 17K members. We keep sharing reading material for VARC almost everyday. • We have around 76K subscribers on our YouTube channel. We post solutions to CAT problems, as well as general test-taking strategies, interviews etc. • We have a wonderful, informative blog which is widely read. --- PAGE 75 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com To Learn and Practice more CAT Level Questions Visit - Questions.2IIM.com Visit online.2IIM.com, Sign up as a trial user, learn 40 Hours for free!",Arithmetic,Ratio and Proportion,Ratio sharing problem,Hard,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Arithmetic, subtopic:Ratio and Proportion, archetype:Ratio sharing problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q01,The real root of the equation 26x + 23x+2 – 21 = 0 is Answer questions from 2IIM question bank Actual CAT 2019 Question Paper online.2IIM.com,MCQ,𝑙𝑜𝑔23 3,log29,𝑙𝑜𝑔27 3,log227,A,"The real root of the equation 26x + 23x+2 – 21 = 0 is A) 𝒍𝒐𝒈𝟐𝟑 𝟑 B) log29 C) 𝑙𝑜𝑔27 3 D) log227 Back to Question Click to go “Back to Question” Click to see “overall Solution page” Difficulty Level – Topic – Logarithms Medium --- PAGE 41 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com The average of 30 integers is 5. Among these 30 integers, there are exactly 20 which do not exceed 5. What is the highest possible value of the average of these 20 integers? A) 4 B) 5 C) 4.5 D) 3.5 Difficulty Level – Topic – Averages Back to Question Medium",Algebra,Logarithms,Weighted average problem,Medium,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Algebra, subtopic:Logarithms, archetype:Weighted average problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q02,"The average of 30 integers is 5. Among these 30 integers, there are exactly 20 which do not exceed 5. What is the highest possible value of the average of these 20 integers? Actual CAT 2019 Question Paper online.2IIM.com",MCQ,4,5,4.5,3.5 Answer,C,--- PAGE 42 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com,Arithmetic,Averages,Weighted average problem,Easy,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Arithmetic, subtopic:Averages, archetype:Weighted average problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q03,"Let a, b, x, y be real numbers such that a2+b2 = 25 , x2+y2 = 169 and ax + by = 65. If k = ay - bx, then Actual CAT 2019 Question Paper online.2IIM.com",MCQ,k = 0,k > 5 13,k = 5 13,0 < k  5 13 Answer,A,"Let a, b, x, y be real numbers such that a2 + b2 = 25 , x2 + y2 = 169 and ax + by = 65. If k = ay - bx, then A) k=0 B) k > 5 13 C) k = 5 13 D) 0 < k  5 13 online.2IIM.com Back to Question Difficulty Level – Topic – Number theory Hard --- PAGE 43 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Algebra,Quadratic Equations,AP/GP sequence problem,Easy,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Algebra, subtopic:Quadratic Equations, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q04,"In a triangle ABC, medians AD and BE are perpendicular to each other, and have lengths 12 cm and 9 cm, respectively. Then, the area of triangle ABC, in sq cm, is Actual CAT 2019 Question Paper online.2IIM.com",MCQ,80,68,72,78 Answer,C,"In a triangle ABC, medians AD and BE are perpendicular to each other, and have lengths 12 cm and 9 cm, respectively. Then, the area of triangle ABC, in sq cm, is A) 80 B) 68 C) 72 D) 78 Back to Question Difficulty Level – Topic – Geometry Medium --- PAGE 44 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Geometry,Triangles,Triangle similarity problem,Medium,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Geometry, subtopic:Triangles, archetype:Triangle similarity problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q05,"Let a1 , a2 ,…be integers such that a1 – a2 + a3 – a4 + ……. (-1)n-1 an = n , for n 1. Then a51 + a52 + …. + a1023 equals Actual CAT 2019 Question Paper online.2IIM.com",MCQ,−1,1,0,10 Answer,B,"Let a1 , a2 be integers such that a1 – a2 + a3 – a4 + ……. (-1)n-1 an = n , for n 1. Then a51 + a52 + …. + a1023 equals A) −1 B) 1 C) 0 D) 10 Back to Question Difficulty Level – Topic – Sequence & series Hard --- PAGE 45 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Algebra,Progressions,AP/GP sequence problem,Easy,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Algebra, subtopic:Progressions, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q06,How many factors of 24 x 35 x 104 are perfect squares which are greater than 1? [TITA] Answer Actual CAT 2019 Question Paper online.2IIM.com,TITA,,,,,44,How many factors of 24 x 35 x 104 are perfect squares which are greater than 1? [TITA] Answer: 44 Back to Question Difficulty Level – Topic – Number theory Medium --- PAGE 46 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com,Number System,Divisibility,Inequality optimization problem,Easy,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Number System, subtopic:Divisibility, archetype:Inequality optimization problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q07,"Two circles, each of radius 4 cm, touch externally. Each of these two circles is touched externally by a third circle. If these three circles have a common tangent, then the radius of the third circle, in cm, is Actual CAT 2019 Question Paper online.2IIM.com",MCQ,π/3,1,1/√2,√2 Answer,B,"Two circles, each of radius 4 cm, touch externally. Each of these two circles is touched externally by a third circle. If these three circles have a common tangent, then the radius of the third circle, in cm, is A) π/3 B) 1 C) 1/√2 D) √2 Back to Question Difficulty Level – Topic – Geometry Hard --- PAGE 47 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Geometry,Circles,Circle tangent/chord problem,Medium,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Geometry, subtopic:Circles, archetype:Circle tangent/chord problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q08,What is the largest positive integer such that 𝑛2+7𝑛+12 𝑛2−𝑛−12 is also positive integer ? Actual CAT 2019 Question Paper online.2IIM.com,MCQ,6,8,16,12 Answer,D,What is the largest positive integer such that 𝑛2+7𝑛+12 𝑛2−𝑛−12 is also positive integer ? A) 6 B) 8 C) 16 D) 12 online.2IIM.com Back to Question Difficulty Level – Topic – Linear & quadratic equations Medium --- PAGE 48 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com,Algebra,Quadratic Equations,Roots and coefficients problem,Easy,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Algebra, subtopic:Quadratic Equations, archetype:Roots and coefficients problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q09,"In 2010, a library contained a total of 11500 books in two categories - fiction and non-fiction. In 2015, the library contained a total of 12760 books in these two categories. During this period, there was 10% increase in the fiction category while there was 12% increase in the non-fiction category. How many fiction books were in the library in 2015? Actual CAT 2019 Question Paper online.2IIM.com",MCQ,6600,6160,6000,5500 Answer,A,"In 2010, a library contained a total of 11500 books in two categories - fiction and non-fiction. In 2015, the library contained a total of 12760 books in these two categories. During this period, there was 10% increase in the fiction category while there was 12% increase in the non-fiction category. How many fiction books were in the library in 2015? A) 6600 B) 6160 C) 6000 D) 5500 Back to Question Difficulty Level – Topic – Percentages Medium --- PAGE 49 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Arithmetic,Percentages,Successive percentage change,Medium,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Arithmetic, subtopic:Percentages, archetype:Successive percentage change"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q10,"Let f be a function such that f (mn) = f (m) f (n) for every positive integers m and n. If f (1), f (2) and f (3) are positive integers, f (1) < f (2), and f (24) = 54, then f (18) equals [TITA] Answer Actual CAT 2019 Question Paper online.2IIM.com",TITA,,,,,12,"Let f be a function such that f (mn) = f (m) f (n) for every positive integers m and n. If f (1), f (2) and f (3) are positive integers, f (1) < f (2), and f (24) = 54, then f (18) equals [TITA] Answer: 12 Back to Question Difficulty Level – Topic – Functions Medium --- PAGE 50 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Algebra,Functions,Function value/domain problem,Medium,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Algebra, subtopic:Functions, archetype:Function value/domain problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q11,"Let A and B be two regular polygons having a and b sides, respectively. If b = 2a and each interior angle of B is 3/2 times each interior angle of A, then each interior angle, in degrees, of a regular polygon with a + b sides is [TITA] Answer Actual CAT 2019 Question Paper online.2IIM.com",TITA,,,,,150,"Let A and B be two regular polygons having a and b sides, respectively. If b = 2a and each interior angle of B is 3/2 times each interior angle of A, then each interior angle, in degrees, of a regular polygon with a + b sides is [TITA] Answer: 150 Back to Question Difficulty Level – Topic – Geometry Medium --- PAGE 51 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Algebra,Linear Equations,AP/GP sequence problem,Medium,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Algebra, subtopic:Linear Equations, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q12,"A cyclist leaves A at 10 am and reaches B at 11 am. Starting from 10:01 am, every minute a motorcycle leaves A and moves towards B. Forty-five such motorcycles reach B by 11 am. All motorcycles have the same speed. If the cyclist had doubled his speed, how many motorcycles would have reached B by the time the cyclist reached B? Actual CAT 2019 Question Paper online.2IIM.com",MCQ,22,20 15,,23 Answer,C,"A cyclist leaves A at 10 am and reaches B at 11 am. Starting from 10:01 am, every minute a motorcycle leaves A and moves towards B. Forty-five such motorcycles reach B by 11 am. All motorcycles have the same speed. If the cyclist had doubled his speed, how many motorcycles would have reached B by the time the cyclist reached B? A) 22 B) 20 B) 15 D) 23 Back to Question Difficulty Level – Topic – Speed, Time & distance Medium --- PAGE 52 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Arithmetic,Time Speed Distance,AP/GP sequence problem,Medium,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Arithmetic, subtopic:Time Speed Distance, archetype:AP/GP sequence problem"
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q13,Let A be a real number. Then the roots of the equation x2 −4x – log2A = 0 are real and distinct if and only if Actual CAT 2019 Question Paper online.2IIM.com,MCQ,A < 1/16,A > 1/8,A > 1/16,A < 1/8 Answer,C,Let A be a real number. Then the roots of the equation x2 −4x – log2A = 0 are real and distinct if and only if A) A < 1/16 B) A > 1/8 C) A > 1/16 D) A < 1/8 online.2IIM.com Back to Question Difficulty Level – Topic – Linear & Quadratic equations Medium --- PAGE 53 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com,Algebra,Quadratic Equations,Roots and coefficients problem,Easy,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Algebra, subtopic:Quadratic Equations, archetype:Roots and coefficients problem"
